"Item_Code";"Item_Name";"Item_cls";"Section_Cls";"Group_Cls";"External_Description";"MakeOrBuy_Cls";"Supplier_Code";"Delivery_Lead_Time";"Stock_Control_Cls";"Warehouse_Code";"Location_Code";"Unit_Cls";"Safety_Stock";"Max_Stock";"Min_Stock";"Packing_Type";"Packing_Qty";"UseLot_Cls";"Production_Cls";"Manufacture_Code";"Line_Code";"Thickness";"Width";"Length";"Net_Weight";"FIFO_Cls";"Storage_Type";"Material_Type";"Titik_Bakar";"Shelf_Life_Day";"LastUpdate"
"1684004C";"VANILLA EXTRACT 3Z 479 OGI (SO) CI 6584009C<=>2501583K";"R";"";"16";"";"P";"600010";"60";"1";"";"";"KG";"0";"0";"0";"1684004C-15-KG";"15";"LI";"P";"";"";"0";"0";"0";"0";"F";"";"0300";"DG";"1095";"5/27/2020 4:39:00 PM"
"1912048X";"E-MIX-ALPHA-1000<DELTA-ALPHA-TOCOPHEROL>";"R";"";"19";"Incoming date";"P";"600010";"60";"1";"";"";"KG";"700";"0";"0";"1912048X-15-KG";"15";"LI";"P";"FL";"";"0";"0";"0";"0";"F";"";"0300";"";"730";"4/6/2021 7:32:00 PM"
"1921082J";"ACTIVATED CARBON SW 50";"R";"";"19";"";"P";"600010";"60";"1";"";"";"KG";"7000";"0";"0";"1921082J-5000-KG";"5000";"LI";"P";"";"";"0";"0";"0";"1";"F";"";"7312";"";"1095";"4/6/2021 5:53:00 PM"
"1921087O";"ACTIVE CARBON DRY S";"R";"";"19";"INC-SBFA";"P";"600010";"60";"1";"";"";"KG";"0";"0";"0";"1921087O-3000-KG";"3000";"LI";"P";"";"";"0";"0";"0";"0";"F";"";"7312";"";"1095";"12/17/2020 5:44:00 PM"
"1924011T";"KC FLOCK W-50";"R";"";"19";"";"P";"600010";"60";"1";"";"";"KG";"145";"0";"0";"1924011T-7-KG";"7";"LI";"P";"";"";"0";"0";"0";"1";"F";"";"7312";"";"1095";"10/28/2020 5:45:00 PM"
"2215112M";"ORANGE TL NMR 1K 2048";"R";"";"22";"";"P";"600010";"60";"1";"";"";"KG";"6.36";"0";"0";"2215112M-1-KG";"1";"LI";"P";"FL";"";"0";"0";"0";"1";"F";"";"0100";"";"365";"4/6/2021 7:32:00 PM"
"2215112M";"ORANGE TL NMR 1K 2048";"R";"";"22";"";"P";"600010";"60";"1";"";"";"KG";"6.36";"0";"0";"2215112M-5-KG";"5";"LI";"P";"FL";"";"0";"0";"0";"1";"F";"";"0100";"";"365";"4/6/2021 7:32:00 PM"
"2223030L";"GRAPEFRUIT OIL TL NK";"R";"";"22";"";"P";"600010";"60";"1";"";"";"KG";"0.87";"0";"0";"2223030L-1-KG";"1";"LI";"P";"FL";"";"0";"0";"0";"1";"F";"";"0100";"";"730";"4/6/2021 7:32:00 PM"
"2232073G";"CITRONELLA OIL FREE IRON";"R";"";"22";"";"P";"600010";"60";"1";"";"";"KG";"11.85";"0";"0";"2232073G-5-KG";"5";"LI";"P";"FLFR";"";"0";"0";"0";"0";"F";"";"0310";"";"545";"4/5/2021 4:22:00 PM"
"2232147Q";"GINGER OIL MD 4N 91";"R";"";"22";"Incoming date";"P";"600010";"90";"1";"";"";"KG";"0.003";"0";"0";"2232147Q-0.005-KG";"0.005";"LI";"P";"FL";"";"0";"0";"0";"0";"F";"";"0110";"";"365";"4/6/2021 7:32:00 PM"
"2263061K";"FURFURYL METHYL SULFIDE";"R";"";"22";"FURFURYL METHYL SULFIDE";"P";"600010";"60";"1";"";"";"KG";"0.018";"0";"0";"2263061K-0.1-KG";"0.1";"LI";"P";"FL";"";"0";"0";"0";"0";"F";"";"0110";"";"365";"4/6/2021 5:44:00 PM"
"2274116T";"3-METHYL-2-BUTEN-1-THIOL ASC2000 1% TAC 90K0144";"R";"";"22";"";"P";"600010";"60";"1";"";"";"KG";"0.01";"0";"0";"2274116T-0.01-KG";"0.01";"LI";"P";"FL";"";"0";"0";"0";"0";"F";"";"0110";"";"365";"8/31/2020 4:51:00 PM"
"2294017I";"LEMON OIL TERPENE ROKAHIN";"R";"";"22";"";"P";"600010";"60";"1";"";"";"KG";"375";"0";"0";"2294017I-14-KG";"14";"LI";"P";"FL";"";"0";"0";"0";"1";"F";"";"0300";"DG";"365";"2/27/2021 3:49:00 PM"
"2294019K";"LEMON TL MD 23";"R";"";"22";"";"P";"600010";"60";"1";"";"";"KG";"62";"0";"0";"2294019K-1-KG";"1";"LI";"P";"FL";"";"0";"0";"0";"1";"F";"";"0100";"";"365";"2/17/2021 4:59:00 PM"
"2294019K";"LEMON TL MD 23";"R";"";"22";"";"P";"600010";"60";"1";"";"";"KG";"62";"0";"0";"2294019K-15-KG";"15";"LI";"P";"FL";"";"0";"0";"0";"1";"F";"";"0100";"";"365";"2/17/2021 4:59:00 PM"
"2294019K";"LEMON TL MD 23";"R";"";"22";"";"P";"600010";"60";"1";"";"";"KG";"62";"0";"0";"2294019K-5-KG";"5";"LI";"P";"FL";"";"0";"0";"0";"1";"F";"";"0100";"";"365";"2/17/2021 4:59:00 PM"
"2501348J";"MUSCAT FLAVOR AA38051 JP";"R";"";"25";"INC-CONF";"P";"600010";"70";"1";"";"";"KG";"10";"0";"0";"2501348J-25-KG";"25";"LI";"P";"FN";"";"0";"0";"0";"0";"F";"";"12101";"DG";"365";"1/15/2021 3:33:00 PM"
"2501390Z";"CALAMANSI FLAVOR JL76014 JP";"R";"";"25";"";"P";"600010";"60";"1";"";"";"KG";"300";"0";"0";"2501390Z-300-KG";"300";"LI";"P";"FN";"";"0";"0";"0";"0";"F";"";"12001";"DG";"365";"8/24/2020 1:34:00 PM"
"2501434R";"PEANUT OIL JL70203 JP";"R";"";"25";"Incoming date";"P";"600010";"60";"1";"";"";"KG";"100";"0";"0";"2501434R-50-KG";"50";"LI";"P";"FN";"";"0";"0";"0";"0";"F";"";"1210";"";"365";"12/22/2020 3:17:00 PM"
"2501566T";"PEPPERMINT KLG 3021 JP";"R";"";"25";"Incoming date";"P";"600010";"70";"1";"";"";"KG";"1020";"0";"0";"2501566T-600-KG";"600";"LI";"P";"FN";"";"0";"0";"0";"0";"F";"";"1210";"";"365";"1/4/2021 1:48:00 PM"
"2501752X";"KEY COMPOUND MATCHA JL 29271 JP";"R";"";"25";"Incoming date";"P";"600010";"70";"1";"";"";"KG";"220";"0";"0";"2501752X-100-KG";"100";"LI";"P";"FN";"";"0";"0";"0";"0";"F";"";"12001";"DG";"365";"3/15/2021 9:32:00 PM"
"2501757C";"KEY COMPOUND MILK GL 88721 JP";"R";"";"25";"Incoming date";"P";"600010";"70";"1";"";"";"KG";"37.5";"0";"0";"2501757C-40-KG";"40";"LI";"P";"FN";"";"0";"0";"0";"0";"F";"";"12101";"DG";"365";"2/11/2021 10:44:00 AM"
"2501772R";"COFFEE FLAVOR AA48214 JP";"R";"";"25";"Incoming date";"P";"600010";"70";"1";"";"";"KG";"2000";"0";"0";"2501772R-1000-KG";"1000";"LI";"P";"FN";"";"0";"0";"0";"25";"F";"";"12101";"DG";"365";"4/5/2021 3:53:00 PM"
"2501830X";"ORANGE FLAVOR AA36440 JP";"R";"";"25";"Incoming Date";"P";"600010";"70";"1";"";"";"KG";"405";"0";"0";"2501830X-45-KG";"45";"LI";"P";"FN";"";"0";"0";"0";"0";"F";"";"12001";"DG";"365";"1/15/2021 3:33:00 PM"
"2521466D";"KANI FLAVOR 3E 7721 KB NO.2-C";"R";"";"25";"Incoming date";"P";"600010";"60";"1";"";"";"KG";"52";"0";"0";"2521466D-170-KG";"170";"LI";"P";"FN";"";"0";"0";"0";"0";"F";"";"1300";"DG";"180";"3/9/2021 9:27:00 AM"
"2521470H";"KANI FLAVOR 3E 7721 KB NO.2-D";"R";"";"25";"Incoming date";"P";"600010";"60";"1";"";"";"KG";"1100";"0";"0";"2521470H-170-KG";"170";"LI";"P";"FN";"";"0";"0";"0";"0";"F";"";"1200";"DG";"180";"4/6/2021 7:32:00 PM"
"2523017Y";"NAT GRAPEFRUIT FLAVOR EL63570 JP";"R";"";"25";"";"P";"600010";"60";"1";"";"";"KG";"4080";"0";"0";"2523017Y-170-KG";"170";"LI";"P";"FN";"";"0";"0";"0";"0";"F";"";"13001";"DG";"365";"3/18/2021 9:36:00 PM"
"2523198X";"GRAPE FLAVOR A 75934 JP";"R";"";"25";"";"P";"600010";"60";"1";"";"";"KG";"150";"0";"0";"2523198X-150-KG";"150";"LI";"P";"FN";"";"0";"0";"0";"1";"F";"";"1210";"";"365";"6/15/2020 10:19:00 AM"
"2523467G";"GRAPE FLAVOR CONC. R 21004 JP";"R";"";"25";"";"P";"600010";"60";"1";"";"";"KG";"1870";"0";"0";"2523467G-170-KG";"170";"LI";"P";"FN";"";"0";"0";"0";"0";"F";"";"13001";"DG";"365";"2/10/2021 6:10:00 PM"
"2525008O";"COFFEE FLAVOR HL00956 JP";"R";"";"25";"";"P";"600010";"60";"1";"";"";"KG";"2500";"0";"0";"2525008O-150-KG";"150";"LI";"P";"FN";"";"0";"0";"0";"0";"F";"";"12101";"DG";"365";"1/4/2021 1:48:00 PM"
"2525008O";"COFFEE FLAVOR HL00956 JP";"R";"";"25";"";"P";"600010";"60";"1";"";"";"KG";"2500";"0";"0";"2525008O-2500-KG";"2500";"LI";"P";"FN";"";"0";"0";"0";"0";"F";"";"12101";"DG";"365";"1/4/2021 1:48:00 PM"
"2525078E";"COFFEE FLAVOR HL63679 JP";"R";"";"25";"Incoming date";"P";"600010";"60";"1";"";"";"KG";"0";"0";"0";"2525078E-2-KG";"2";"LI";"P";"FN";"";"0";"0";"0";"0";"F";"";"12101";"DG";"365";"1/15/2021 3:33:00 PM"
"2525726H";"COCOA FLAVOR C 04981 JP";"R";"";"25";"";"P";"600010";"60";"1";"";"";"KG";"700";"0";"0";"2525726H-400-KG";"400";"LI";"P";"FN";"";"0";"0";"0";"0";"F";"";"13001";"DG";"365";"1/15/2021 3:32:00 PM"
"2525951Y";"COFFEE FLAVOR GL47614 JP";"R";"";"25";"Incoming date";"P";"600010";"60";"1";"";"";"KG";"200";"0";"0";"2525951Y-25-KG";"25";"LI";"P";"FN";"";"0";"0";"0";"25";"F";"";"13001";"DG";"365";"11/10/2020 9:28:00 AM"
"2528061Q";"NAT GRAPEFRUIT FLAVOR IL48894 JP";"R";"";"25";"";"P";"600010";"60";"1";"";"";"KG";"1530";"0";"0";"2528061Q-1020-KG";"1020";"LI";"P";"FN";"";"0";"0";"0";"0";"F";"";"1300";"";"365";"3/16/2021 1:21:00 PM"
"2528634R";"CREAM OIL AL42083 JP";"R";"";"25";"";"P";"600010";"60";"1";"";"";"KG";"72";"0";"0";"2528634R-72-KG";"72";"LI";"P";"FN";"";"0";"0";"0";"0";"F";"";"1100";"";"365";"2/10/2021 6:10:00 PM"
"2528823Y";"MATCHA OIL JL29271 JP";"R";"";"25";"Incoming date";"P";"600010";"60";"1";"";"";"KG";"0";"0";"0";"2528823Y-50-KG";"50";"LI";"P";"FN";"";"0";"0";"0";"50";"F";"";"12001";"DG";"180";"12/27/2019 3:20:00 PM"
"2528864N";"GRAPEFRUIT FLAVOR HL15352 JP";"R";"";"25";"";"P";"600010";"60";"1";"";"";"KG";"1530";"0";"0";"2528864N-1000-KG";"1000";"LI";"P";"FN";"";"0";"0";"0";"0";"F";"";"13001";"DG";"365";"1/15/2021 3:33:00 PM"
"2531123D";"CIDER FLAVOR EL78513 JP";"R";"";"25";"";"P";"600010";"60";"1";"";"";"KG";"340";"0";"0";"2531123D-200-KG";"200";"LI";"P";"FN";"";"0";"0";"0";"0";"F";"";"13001";"DG";"365";"1/15/2021 3:33:00 PM"
"2532444N";"JASMIN FLAVOR AA26115 JP";"R";"";"25";"Incoming date";"P";"600010";"70";"1";"";"";"KG";"10";"0";"0";"2532444N-20-KG";"20";"LI";"P";"FN";"";"0";"0";"0";"1";"F";"";"12101";"DG";"365";"1/15/2021 3:33:00 PM"
"2532535O";"BROWN SUGAR FLAVOR AB18760 JP";"R";"";"25";"Incoming date";"P";"600010";"60";"1";"";"";"KG";"25";"0";"0";"2532535O-26-KG";"26";"LI";"P";"FN";"";"0";"0";"0";"0";"F";"";"1210";"DG";"365";"2/17/2020 1:45:00 PM"
"2533347V";"STRAWBERRY FLAVOR A 77361 JP";"R";"";"25";"Incoming date";"P";"600010";"60";"1";"";"";"KG";"100";"0";"0";"2533347V-100-KG";"100";"LI";"P";"FN";"";"0";"0";"0";"0";"F";"";"13001";"DG";"365";"12/17/2020 4:52:00 PM"
"2537572L";"GINSENG FLAVOR R 07328 JP";"R";"";"25";"";"P";"600010";"60";"1";"";"";"KG";"300";"0";"0";"2537572L-200-KG";"200";"LI";"P";"FN";"";"0";"0";"0";"0";"F";"";"13101";"DG";"365";"1/15/2021 3:33:00 PM"
"2584121K";"VANILLA FLAVOR 3E 2002";"R";"";"25";"";"P";"600010";"60";"1";"";"";"KG";"25";"0";"0";"2584121K-15-KG";"15";"LI";"P";"FN";"";"0";"0";"0";"1";"F";"";"13001";"DG";"365";"1/4/2021 1:48:00 PM"
"2584121K";"VANILLA FLAVOR 3E 2002";"R";"";"25";"";"P";"600010";"60";"1";"";"";"KG";"25";"0";"0";"2584121K-5-KG";"5";"LI";"P";"FN";"";"0";"0";"0";"1";"F";"";"13001";"DG";"365";"1/4/2021 1:48:00 PM"
"2584161Y";"VANILLA OLEORESIN 4Z 54";"R";"";"25";"";"P";"600010";"60";"1";"";"";"KG";"1";"0";"0";"2584161Y -1-KG";"1";"LI";"P";"FN";"";"0";"0";"0";"0";"F";"";"1300";"";"730";"2/6/2021 3:21:00 AM"
"2585397U";"YOGHURT FLAVOR IL75766 JP";"R";"";"25";"";"P";"600010";"60";"1";"";"";"KG";"405";"0";"0";"2585397U-400-KG";"400";"LI";"P";"FL";"";"0";"0";"0";"0";"F";"";"1300";"";"365";"1/15/2021 3:32:00 PM"
"2589053U";"VANILLA EXTRACT N053 (EX:OGJ) (SO) CI 6584031Y<=>2501589Q";"R";"";"25";"";"P";"600010";"141";"1";"";"";"KG";"0";"0";"0";"2589053U170-KG";"170";"LI";"P";"FN";"";"0";"0";"0";"0";"F";"";"1210";"";"365";"12/27/2019 3:20:00 PM"
"2594182R";"NAT LEMON FLAVOR GL02089 JP";"R";"";"25";"";"P";"600010";"60";"1";"";"";"KG";"2040";"0";"0";"2594182R-1000-KG";"1000";"LI";"P";"FN";"";"0";"0";"0";"0";"F";"";"13001";"DG";"365";"2/20/2021 5:47:00 PM"
"2594182R";"NAT LEMON FLAVOR GL02089 JP";"R";"";"25";"";"P";"600010";"60";"1";"";"";"KG";"2040";"0";"0";"2594182R-170-KG";"170";"LI";"P";"FN";"";"0";"0";"0";"0";"F";"";"13001";"DG";"365";"2/20/2021 5:47:00 PM"
"2594445U";"LEMON FLAVOR R 27573 JP";"R";"";"25";"";"P";"600010";"60";"1";"";"";"KG";"4080";"0";"0";"2594445U-2000-KG";"2000";"LI";"P";"FN";"";"0";"0";"0";"0";"F";"";"13001";"DG";"365";"1/15/2021 3:43:00 PM"
"2594465O";"NAT LEMON FLAVOR AB34264 JP";"R";"";"25";"Incoming date";"P";"600010";"60";"1";"";"";"KG";"10";"0";"0";"2594465O-1-KG";"15";"LI";"P";"FN";"";"0";"0";"0";"0";"F";"";"1200";"DG";"365";"3/18/2021 3:46:00 PM"
"2599269A";"LEMONADE OIL BL54721 JP";"R";"";"25";"";"P";"600010";"60";"1";"";"";"KG";"100";"0";"0";"2599269A-50-KG";"50";"LI";"P";"FN";"";"0";"0";"0";"0";"F";"";"13001";"DG";"365";"10/7/2020 2:18:00 PM"
"2599305K";"LEMON OIL AA21612 JP";"R";"";"69";"Incoming date";"P";"600010";"70";"1";"";"";"KG";"10";"0";"0";"2599305K-15-KG";"15";"LI";"P";"FN";"";"0";"0";"0";"1";"F";"";"1200";"DG";"365";"1/15/2021 3:33:00 PM"
"2701047A";"PEPPERMINT POWDER KLG 4518/F JP";"R";"";"27";"Incoming date";"P";"600010";"80";"1";"";"";"KG";"1000";"0";"0";"2701047A-600-KG";"25";"LI";"P";"FN";"";"0";"0";"0";"0";"F";"";"1202";"";"365";"2/9/2021 2:36:00 PM"
"2764101Z";"PEPPERMINT FLAVOR POWDER HL62327 JP";"R";"";"27";"Incoming date";"P";"600010";"60";"1";"";"";"KG";"450";"0";"0";"2764101Z-200-KG";"200";"LI";"P";"FN";"";"0";"0";"0";"0";"F";"";"1302";"";"365";"2/8/2021 4:13:00 PM"
"2764126Y";"PEPPERMINT KLG 45431/F JP";"R";"";"27";"";"P";"600010";"60";"1";"";"";"KG";"4000";"0";"0";"2764126Y-2000-KG";"2000";"LI";"P";"FN";"";"0";"0";"0";"0";"F";"";"1302";"";"365";"3/18/2021 3:47:00 PM"
"3571014N";"MARINE EXTRACT 4Z555";"R";"";"35";"Incoming date";"P";"600010";"75";"1";"";"";"KG";"30";"0";"0";"3571014N-5-KG";"15";"LI";"P";"FN";"";"0";"0";"0";"0";"F";"";"11101";"DG";"545";"4/6/2021 7:32:00 PM"
"3732009Q";"PEPPERMINT A 65200 JP";"R";"";"37";"";"P";"600010";"60";"1";"";"";"KG";"400";"0";"0";"3732009Q-250-KG";"250";"LI";"P";"FN";"";"0";"0";"0";"0";"F";"";"1302";"";"365";"4/5/2021 4:03:00 PM"
"3772013S";"MILK FLAVOR BL 70249 JP";"R";"";"37";"";"P";"600010";"60";"1";"";"";"KG";"200";"0";"0";"3772013S-25-KG";"25";"LI";"P";"FN";"";"0";"0";"0";"0";"F";"";"1100";"";"365";"10/7/2020 2:18:00 PM"
"4214267Z";"EBI POWDER N";"R";"";"42";"";"M";"600010";"60";"1";"";"";"KG";"660";"0";"0";"4214267Z-10-KG";"10";"LI";"M";"FN";"";"0";"0";"0";"0";"F";"";"1202";"";"365";"4/6/2021 7:32:00 PM"
"4214297D";"CALCIUM SILICATE (FLORITE R)";"R";"";"42";"Incoming date";"P";"600010";"60";"1";"";"";"KG";"18";"0";"0";"4214297D-5-KG";"5";"LI";"P";"FL";"";"0";"0";"0";"5";"F";"";"0112";"";"365";"3/18/2021 3:48:00 PM"
"5712030C";"206 PAIL PUTIH 20 LT";"C";"";"57";"";"P";"800821";"60";"1";"";"";"PCS";"160";"0";"0";"5712030C-15-PCS";"15";"LI";"P";"FLFR";"";"0";"0";"0";"1";"F";"";"7312";"";"365";"3/24/2021 3:49:00 AM"
"5712040C";"108 INTERNAL LACQUER (EPOXY-PHENOLIC) RDL 44S00 216.5 L";"C";"";"57";"capacity 210L";"P";"700140";"60";"1";"";"";"PCS";"60";"0";"0";"5712040C-1-PCS";"1";"LI";"P";"FLFR";"";"0";"0";"0";"0";"F";"";"7312";"";"365";"1/29/2021 4:05:00 AM"
"5712104C";"101 IRON DRUM 22 L";"C";"";"57";"20 L TAMA DRUM";"P";"600010";"60";"1";"";"";"PCS";"210";"0";"0";"5712104C-384-KG";"384";"LI";"P";"";"";"0";"0";"0";"1";"F";"";"1202";"";"730";"3/13/2021 2:16:00 AM"
"5712145C";"002 PLASTIC BOTTLE (STOP ORDER) CI 5712188C";"C";"";"57";"1 KG POLYESTER BOTTLE";"P";"600010";"60";"1";"";"";"PCS";"0";"0";"0";"5712145C-20-PCS";"1";"LI";"P";"";"";"0";"0";"0";"0";"F";"";"1202";"";"730";"3/7/2020 1:04:00 PM"
"5712146C";"003 PLASTIC CONTAINER (STOP ORDER) CI 5712183C";"C";"";"57";"5 KG POLYESTER BOTTLE";"P";"600010";"60";"1";"";"";"PCS";"0";"0";"0";"5712146C-5-KG";"1";"LI";"P";"";"";"0";"0";"0";"0";"F";"";"1202";"";"730";"3/7/2020 12:00:00 AM"
"5712162C";"005 PLASTIC PAIL CAN 20 L";"C";"";"57";"4771-050 20L PLASTIC PAIL CAN";"P";"600010";"60";"1";"";"";"PCS";"280";"0";"0";"5712162C-10-PCS";"10";"LI";"P";"";"";"0";"0";"0";"0";"F";"";"1202";"";"730";"4/6/2021 10:13:00 AM"
"5712167C";"012 PLASTIC BOTTLE 2 L (STOP ORDER) CI 5712188C";"C";"";"57";"2 L HIROKUCHI POLY <C> OGI";"P";"600010";"60";"1";"";"";"PCS";"10";"0";"0";"5712167C-100-PCS";"100";"LI";"P";"";"";"0";"0";"0";"0";"F";"";"1202";"";"730";"3/7/2020 1:05:00 PM"
"5712169C";"203 FIBRE DRUM 75L";"C";"";"57";"";"P";"802051";"14";"1";"";"";"PCS";"280";"0";"0";"5712169C-1-PCS";"1";"LI";"P";"";"";"0";"0";"0";"0";"F";"";"7312";"";"3650";"3/30/2021 3:22:00 PM"
"5712170C";"014 PLASTIC JERRY CAN 10 L";"C";"";"57";"JER. 10L NECK RS 50";"P";"800941";"21";"1";"";"";"PCS";"400";"0";"0";"5712170C-10-PCS";"10";"LI";"P";"";"";"0";"0";"0";"0.514";"F";"";"7312";"";"240";"4/6/2021 4:31:00 AM"
"5712171C";"008 PLASTIC JERRY CAN 20L F UN";"C";"";"57";"";"P";"800941";"14";"1";"";"";"PCS";"300";"0";"0";"5712171C- 4-PC";"4";"LI";"P";"FLFR";"";"0";"0";"0";"0";"F";"";"7312";"";"240";"4/6/2021 4:37:00 AM"
"5712182C";"004 PLASTIC JERRY CAN 20 L (STOP ORDER) CI 5712171C";"C";"";"57";"20L BROWN PLASTIC JERRYCAN";"P";"600010";"60";"1";"";"";"PCS";"0";"0";"0";"5712182C-1-PCS";"1";"LI";"P";"";"";"0";"0";"0";"1350";"F";"";"1202";"";"730";"3/7/2020 12:00:00 AM"
"5712183C";"006 PACKAGING JERRY CAN 7 L (HDPE)";"C";"";"57";"";"P";"800941";"21";"1";"";"";"PCS";"3040";"0";"0";"5712183C-10-PCS";"5";"LI";"P";"FLFR";"";"0";"0";"0";"0";"F";"";"7312";"";"240";"4/6/2021 9:58:00 AM"
"5712187C";"013 INM 220 L  <=> 5712184C";"C";"";"57";"Incoming date";"P";"802441";"10";"1";"";"";"PCS";"800";"0";"0";"5712187C-8-PCS";"8";"LI";"P";"FLFR";"";"0";"0";"0";"0";"F";"";"7312";"";"1095";"4/6/2021 4:40:00 AM"
"5712188C";"022 PACKAGING BTL 1.33 L NECK SOSRO";"C";"";"57";"Incoming date";"P";"800941";"14";"1";"";"";"PCS";"1500";"0";"0";"5712188C-1-PCS";"1";"LI";"P";"";"";"0";"0";"0";"0";"F";"";"7310";"";"240";"4/6/2021 4:45:00 AM"
"5712189C";"109 ECOBULK 1000 LTR NO 4041953";"C";"";"57";"Incoming date";"P";"802861";"21";"1";"";"";"PCS";"40";"0";"0";"5712189C-1-PCS";"1";"LI";"P";"";"";"0";"0";"0";"0";"F";"";"7312";"";"1825";"4/6/2021 4:27:00 AM"
"5714012C";"13cc STANDARD SAMPLE CAP";"C";"";"57";"";"P";"600010";"60";"1";"";"";"PCS";"26500";"0";"0";"5714012C-100-PCS";"100";"LI";"P";"";"";"0";"0";"0";"1";"F";"";"1202";"";"1825";"3/29/2021 2:48:00 PM"
"5714068C";"004 PLASTIC JERRY CAN CAP 20 L";"C";"";"57";"20L BROWN PLASTIC JERRYCAN CAP";"P";"600010";"60";"1";"";"";"PCS";"0";"0";"0";"5714068C-1-PCS";"1";"LI";"P";"";"";"0";"0";"0";"39.5";"F";"";"1202";"";"730";"3/7/2020 12:00:00 AM"
"5722024C";"WIRE SEAL";"C";"";"57";"";"P";"600010";"60";"1";"";"";"PCS";"1000";"0";"0";"5722024C-1000-PCS";"1000";"LI";"P";"";"";"0";"0";"0";"0";"F";"";"7312";"";"1825";"3/11/2021 4:13:00 AM"
"5724050C";"208 ALUMUNIUM BAG 10KG POWDER";"C";"";"57";"10 KG ALMN FOIL (50x74x 0.100)";"P";"801201";"60";"1";"";"";"PCS";"120";"0";"0";"5724050C-200-PCS";"200";"LI";"P";"";"";"0";"0";"0";"0";"F";"";"7312";"";"1825";"3/18/2021 12:58:00 PM"
"5790003C";"PUDDING CUP 71";"C";"";"57";"";"P";"600010";"60";"1";"";"";"PCS";"45000";"0";"0";"579003C-1-PCS";"1";"LI";"P";"";"";"0";"0";"0";"1";"F";"";"1202";"";"365";"3/26/2021 3:52:00 AM"
"5790012C";"PUDDING CUP 200 ML";"C";"";"57";"";"P";"600010";"60";"1";"";"";"PCS";"6000";"0";"0";"5790012C-1-PCS";"1";"LI";"P";"";"";"0";"0";"0";"0";"F";"";"0312";"";"0";"3/26/2021 3:52:00 AM"
"5799032C";"106 IRON DRUM 210 L";"C";"";"57";"210 TH PE LINED DRUM";"P";"700140";"60";"1";"";"";"PCS";"180";"0";"0";"5799032C-1-PCS";"1";"LI";"P";"FLFR";"";"0";"0";"0";"0";"F";"";"1202";"";"365";"3/4/2021 1:25:00 PM"
"5799036C";"011 PLASTIC JERRY CAN 30 L";"C";"";"57";"JERRYCAN 30 L PIP";"P";"800941";"14";"1";"";"";"PCS";"3800";"0";"0";"5799036C-10-PCS";"10";"LI";"P";"FLFR";"";"0";"0";"0";"0";"F";"";"7312";"";"240";"4/6/2021 4:55:00 PM"
"5799045C";"015 PLASTIC JERRY CAN 30 L CAP";"C";"";"57";"";"P";"800941";"14";"1";"";"";"PCS";"2000";"0";"0";"5799045C-1-PCS";"1";"LI";"P";"FLFR";"";"0";"0";"0";"0";"F";"";"7312";"";"240";"3/17/2021 3:12:00 PM"
"5799046C";"016 4 LITER PAIL CAN LID & CAP (STOP USE)";"C";"";"57";"";"P";"800821";"60";"1";"";"";"PCS";"5";"0";"0";"5799046C-40-KG";"40";"LI";"P";"FL";"";"0";"0";"0";"0";"F";"";"7312";"";"365";"4/1/2021 1:36:00 PM"
"5799052C";"009 CAP NON LIPRING FOR JERRYCAN 30 L";"C";"";"57";"Incoming date";"P";"800941";"14";"1";"";"";"PCS";"0";"0";"0";"5799052C-525-PCS";"525";"LI";"P";"FLFR";"";"0";"0";"0";"0";"F";"";"7312";"";"240";"5/19/2019 8:01:00 AM"
"6911002C";"ALDEHYDE C-9";"R";"";"69";"INC-SBFA";"P";"700070";"75";"1";"";"";"KG";"25";"0";"0";"6911002C-10-KG";"10";"LI";"P";"FLFR";"";"0";"0";"0";"0";"F";"";"0210";"";"365";"4/6/2021 6:13:00 PM"
"6911003D";"ALLYL HEXANOATE (ex: Frutarom) <=> 6911094Q";"R";"";"69";"Incoming date";"P";"801371";"90";"1";"";"";"KG";"225";"0";"0";"6911003D-25-KG";"25";"LI";"P";"FL";"";"0";"0";"0";"0";"F";"";"0210";"";"730";"6/26/2020 12:00:00 AM"
"6911009J";"ANGGUR RED GLOBE (VERIFIKASI 12-Dec-12)";"R";"";"69";"SLRS";"P";"800791";"3";"1";"";"";"KG";"0";"0";"0";"6911009J-1-KG";"1";"LI";"P";"";"";"0";"0";"0";"1";"F";"";"0102";"";"3";"4/6/2021 5:29:00 PM"
"6911014O";"ALCOHOL 96% EX MOLINDO <=> 6911019T <=> 6911121R";"R";"";"69";"SLRS-SBFA";"P";"801131";"7";"1";"";"";"KG";"10000";"0";"0";"69110140-160-LTR";"160";"LI";"P";"FL";"";"0";"0";"0";"0";"F";"";"03101";"DG";"730";"4/6/2021 6:04:00 PM"
"6911016Q";"ACETALDEHYDE";"R";"";"69";"INC-SBFA";"P";"700160";"105";"1";"";"";"KG";"25";"0";"0";"6911016Q-5-KG";"5";"LI";"P";"FL";"";"0";"0";"0";"0";"F";"";"00101";"DG";"365";"3/16/2021 1:21:00 PM"
"6911017R";"INSTANTGUM AA (GUM ARABIC)";"R";"";"69";"SLRS";"P";"801361";"90";"1";"";"";"KG";"850";"0";"0";"6911017R-25-KG";"25";"LI";"P";"FL";"";"0";"0";"0";"0";"F";"";"0312";"";"1095";"4/6/2021 5:58:00 PM"
