"Item_Code";"Item_Name";"Item_cls";"Section_Cls";"Group_Cls";"External_Description";"MakeOrBuy_Cls";"Supplier_Code";"Delivery_Lead_Time";"Stock_Control_Cls";"Warehouse_Code";"Location_Code";"Unit_Cls";"Safety_Stock";"Max_Stock";"Min_Stock";"Packing_Type";"Packing_Qty";"UseLot_Cls";"Production_Cls";"Manufacture_Code";"Line_Code";"Thickness";"Width";"Length";"Net_Weight";"FIFO_Cls";"Storage_Type";"Material_Type";"Titik_Bakar";"Shelf_Life_Day";"LastUpdate"
"5710014C";"13cc STANDARD SAMPLE BOTTLE";"C";"";"57";"";"P";"600010";"60";"1";"";"";"PCS";"26500";"0";"0";"5710014C-100-PCS";"100";"LI";"P";"";"";"0";"0";"0";"1";"F";"";"1202";"";"1825";"3/30/2021 3:30:00 PM"
"5710033C";"26g WHITE SAMPLE BOTTLE (STOP ORDER) CI 5710045C";"C";"";"57";"";"P";"600010";"60";"1";"";"";"PCS";"0";"0";"0";"5710033C-140-PCS";"140";"LI";"P";"";"";"0";"0";"0";"1";"F";"";"1202";"";"1825";"3/7/2020 12:00:00 AM"
"5710034C";"033 50g SAMPLE BOTTLE & CAP";"C";"";"57";"";"P";"600010";"60";"1";"";"";"PCS";"3120";"0";"0";"5710034C-500-PCS";"500";"LI";"P";"";"";"0";"0";"0";"1";"F";"";"1202";"";"1825";"3/26/2021 3:49:00 AM"
"5710038C";"30g NEW SAMPLE BOTTLE";"C";"";"57";"";"P";"600000";"60";"1";"";"";"PCS";"12960";"0";"0";"5710038C-8000-PCS";"8000";"LI";"P";"";"";"0";"0";"0";"0";"F";"";"1202";"";"365";"3/30/2021 3:31:00 PM"
"5710039C";"100g SAMPLE BOTTLE";"C";"";"57";"";"P";"600010";"60";"1";"";"";"PCS";"7500";"0";"0";"5710039C-6048-KG";"6048";"LI";"P";"";"";"0";"0";"0";"1";"F";"";"1202";"";"1780";"3/27/2021 5:51:00 AM"
"5710040C";"WHITE SAMPLE BOTTLE CAP";"C";"";"57";"";"P";"600010";"60";"1";"";"";"PCS";"24000";"0";"0";"5710040C-1000-PCS";"1000";"LI";"P";"";"";"0";"0";"0";"1";"F";"";"1202";"";"1780";"3/27/2021 5:52:00 AM"
"5710041C";"26G SAMPLE BOTTLE CAP";"C";"";"57";"";"P";"600010";"60";"1";"";"";"PCS";"0";"0";"0";"5710041C-1500-PCS";"1500";"LI";"P";"";"";"0";"0";"0";"1";"F";"";"1202";"";"1825";"3/26/2021 3:49:00 AM"
"5710043C";"CAPS FOR 1KG & 5KG PLASTIC CONTAINER";"C";"";"57";"";"P";"600010";"60";"1";"";"";"PCS";"0";"0";"0";"5710043C-500-PCS";"1";"LI";"P";"";"";"0";"0";"0";"0";"F";"";"1202";"";"730";"3/7/2020 12:00:00 AM"
"5710044C";"034 GLASS BOTTLE 30-21 (STOP USE) CI 5710038C";"C";"";"57";"Incoming date";"P";"700850";"90";"1";"";"";"PCS";"0";"0";"0";"5710044C-30-ML";"30";"LI";"P";"";"";"0";"0";"0";"0";"F";"";"7312";"";"1095";"5/28/2020 12:12:00 PM"
"6923026H";"CLONAL";"R";"";"69";"";"P";"700410";"90";"1";"";"";"KG";"4.5";"0";"0";"6923026H-10-KG";"10";"LI";"P";"FH";"";"0";"0";"0";"0";"F";"";"8310";"";"730";"2/27/2021 3:49:00 PM"
"6923027I";"P-CRESYL METHYL ETHER 0003683";"R";"";"69";"";"P";"700572";"60";"1";"";"";"KG";"4";"0";"0";"6923027I-5-KG";"5";"LI";"P";"FLFR";"";"0";"0";"0";"0";"F";"";"0210";"DG";"730";"4/5/2021 7:19:00 PM"
"6923028J";"CLARY SAGE OIL E7863";"R";"";"69";"";"P";"801701";"90";"1";"";"";"KG";"1.2";"0";"0";"6923028J-2-KG";"2";"LI";"P";"FH";"";"0";"0";"0";"5";"F";"";"8210";"";"730";"4/5/2021 7:10:00 PM"
"6923029K";"GLOBANONE EX INDUKERN <=> 1223079H <=> 6923054J";"R";"";"69";"Incoming date";"P";"700410";"95";"1";"";"";"KG";"235";"0";"0";"6923029K-1-KG";"1";"LI";"P";"FH";"";"0";"0";"0";"1";"F";"";"8310";"";"730";"8/19/2020 2:42:00 PM"
"6923029K";"GLOBANONE EX INDUKERN <=> 1223079H <=> 6923054J";"R";"";"69";"Incoming date";"P";"700410";"95";"1";"";"";"KG";"235";"0";"0";"6923029K-25-KG";"25";"LI";"P";"FH";"";"0";"0";"0";"1";"F";"";"8310";"";"730";"8/19/2020 2:42:00 PM"
"6923029K";"GLOBANONE EX INDUKERN <=> 1223079H <=> 6923054J";"R";"";"69";"Incoming date";"P";"700410";"95";"1";"";"";"KG";"235";"0";"0";"6923029K-5-KG";"5";"LI";"P";"FH";"";"0";"0";"0";"1";"F";"";"8310";"";"730";"8/19/2020 2:42:00 PM"
"6923030L";"2-METHOXY-4-METHYLPHENOL W267104";"R";"";"69";"INC-SBFA";"P";"700320";"120";"1";"";"";"KG";"1";"0";"0";"6923030L-1-KG";"1";"LI";"P";"FL";"";"0";"0";"0";"1";"F";"";"0210";"";"1825";"1/20/2021 12:31:00 AM"
"6923033O";"PARA-CRESOL <=> 6923014V";"R";"";"69";"INC-SBFA";"P";"700250";"90";"1";"";"";"KG";"3";"0";"0";"6923033O-2-KG";"2";"LI";"P";"FL";"";"0";"0";"0";"5";"F";"";"0210";"";"730";"4/5/2021 5:34:00 PM"
"6923033O";"PARA-CRESOL <=> 6923014V";"R";"";"69";"INC-SBFA";"P";"700250";"90";"1";"";"";"KG";"3";"0";"0";"6923033O-2KG";"2";"LI";"P";"FL";"";"0";"0";"0";"5";"F";"";"0210";"";"730";"4/5/2021 5:34:00 PM"
"6923037S";"CLOVE BUD OIL 800314 <=> 6923044Z";"R";"";"69";"Incoming date";"P";"700440";"90";"1";"";"";"KG";"7.2";"0";"0";"6923037S-5-KG";"5";"LI";"P";"FLFR";"";"0";"0";"0";"1";"F";"";"0210";"";"365";"6/27/2020 12:00:00 AM"
"6923043Y";"GREEN TEA GLYCOLIC EXTRACT 10002450";"R";"";"69";"SLRS";"P";"800331";"60";"1";"";"";"KG";"44.4";"0";"0";"6923043Y-10-KG";"10";"LI";"P";"FH";"";"0";"0";"0";"0";"F";"";"8110";"";"180";"3/19/2021 9:32:00 PM"
"6923043Y";"GREEN TEA GLYCOLIC EXTRACT 10002450";"R";"";"69";"SLRS";"P";"800331";"60";"1";"";"";"KG";"44.4";"0";"0";"6923043Y-5-KG";"5";"LI";"P";"FH";"";"0";"0";"0";"0";"F";"";"8110";"";"180";"3/19/2021 9:32:00 PM"
"6923044Z";"CLOVE BUD OIL 10000321 <=> 6923037S";"R";"";"69";"Incoming date";"P";"800331";"60";"1";"";"";"KG";"7.2";"0";"0";"6923044Z-2-KG";"2";"LI";"P";"FLFR";"";"0";"0";"0";"0";"F";"";"0210";"";"730";"4/6/2021 7:32:00 PM"
"6923044Z";"CLOVE BUD OIL 10000321 <=> 6923037S";"R";"";"69";"Incoming date";"P";"800331";"60";"1";"";"";"KG";"7.2";"0";"0";"6923044Z-4-KG";"4";"LI";"P";"FLFR";"";"0";"0";"0";"0";"F";"";"0210";"";"730";"4/6/2021 7:32:00 PM"
"6923044Z";"CLOVE BUD OIL 10000321 <=> 6923037S";"R";"";"69";"Incoming date";"P";"800331";"60";"1";"";"";"KG";"7.2";"0";"0";"6923044Z-5-KG";"5";"LI";"P";"FLFR";"";"0";"0";"0";"0";"F";"";"0210";"";"730";"4/6/2021 7:32:00 PM"
"6923045A";"COUMARIN CP036 (EX YINGYANG) <=> 6923018Z";"R";"";"69";"Incoming date";"P";"700250";"75";"1";"";"";"KG";"550";"0";"0";"6923045A-500-KG";"500";"LI";"P";"FH";"";"0";"0";"0";"0";"F";"";"8210";"";"545";"2/24/2021 6:15:00 PM"
"6923046B";"4-METHOXY-2-METHYL-2-BUTANETHIOL M0290";"R";"";"69";"SLRS";"P";"700160";"115";"1";"";"";"KG";"0.001";"0";"0";"6923046B-0.1-KG";"0.1";"LI";"P";"FL";"";"0";"0";"0";"0";"F";"";"0210";"DG";"730";"3/24/2021 2:52:00 PM"
"6923047C";"C MRSH GRAPEFRUIT JUICE CON BX50 FILT + <=>6923050<=>4623598";"R";"";"69";"SLRS";"P";"700830";"90";"1";"";"";"KG";"3360";"0";"0";"6923047C-180-KG";"180";"LI";"P";"FL";"";"0";"0";"0";"0";"F";"";"0000";"";"1095";"8/18/2020 3:50:00 PM"
"6923048D";"REFINED GLYCERINE USP GRADE(EX WILMAR)<=>6923013U<=>6923053I";"R";"";"69";"SLRS-CONF";"P";"802151";"90";"1";"";"";"KG";"12000";"0";"0";"6923048D-3000-KG";"3000";"LI";"P";"FL";"";"0";"0";"0";"0";"F";"";"0310";"";"365";"4/6/2021 4:56:00 PM"
"5724051C";"205 ALUMINIUM BAG 5KG POWDER";"C";"";"57";"ALMN BAG 5 KG(430mm x 430mm)";"P";"801461";"60";"1";"";"";"PCS";"5000";"0";"0";"5724051C-500-PCS";"500";"LI";"P";"";"";"0";"0";"0";"0";"F";"";"7312";"";"365";"4/6/2021 4:20:00 AM"
"5724053C";"210 KRAFT PAPER BAG 20 KG #OGJONLY";"C";"";"57";"";"P";"600010";"60";"1";"";"";"PCS";"1050";"0";"0";"5724053C-100-PCS";"100";"LI";"P";"";"";"0";"0";"0";"0";"F";"";"7312";"";"365";"1/22/2021 5:00:00 PM"
"5724054C";"021 PLASTIC CONTAINER (UN) 6.9 L #OGJ only# (SO) CI 5712183C";"C";"";"57";"";"P";"600010";"60";"1";"";"";"PCS";"0";"0";"0";"5724054C-1-PCS";"1";"LI";"P";"";"";"0";"0";"0";"0";"F";"";"1202";"";"730";"12/27/2019 3:20:00 PM"
"5724059C";"212 10KG ALUMINIUM BAG 520 X 685 #Lotte confc-Korea ONLY";"C";"";"57";"";"P";"600010";"90";"1";"";"";"PCS";"20";"0";"0";"5724059C-1-PCS";"1";"LI";"P";"";"";"0";"0";"0";"0";"F";"";"1202";"";"730";"9/9/2020 3:14:00 PM"
"5724060C";"215 PAPERSACK VALVE TYPE 55X17X67.5CM (3 X MWR KRAFTPAPER)";"C";"";"57";"Incoming Date";"P";"802881";"60";"1";"";"";"PCS";"1500";"0";"0";"5724060C-3000-PCS";"3000";"LI";"P";"";"";"0";"0";"0";"0";"F";"";"1202";"";"365";"3/10/2021 11:16:00 AM"
"5740000C";"PAPER FILTER NO. 24 SIZE 420-55Ø";"C";"";"57";"NO CODE OGJ";"P";"600010";"60";"1";"";"";"PCS";"500";"0";"0";"5740000C-1000-PCS";"1000";"LI";"P";"";"";"0";"0";"0";"0";"F";"";"1202";"";"1780";"3/11/2021 4:14:00 AM"
"5740013C";"PAPER FILTER NO.5277-525";"C";"";"57";"";"P";"600010";"60";"1";"";"";"PCS";"24000";"0";"0";"5740013C-100-PCS";"100";"LI";"P";"";"";"0";"0";"0";"0";"F";"";"7312";"";"1825";"4/6/2021 4:41:00 AM"
"5740015C";"PAPER FILTER NO.5277 540 x 520 SQUARE";"C";"";"57";"Incoming Date";"P";"600010";"90";"1";"";"";"PCS";"0";"0";"0";"5740015C-1-PCS";"1";"LI";"P";"";"";"0";"0";"0";"0";"F";"";"7312";"NON DG";"1825";"2/26/2021 8:39:00 AM"
"5740021C";"FILTER PAD NA.17 352mm";"C";"";"57";"";"P";"700240";"90";"1";"";"";"PCS";"200";"0";"0";"5740021C-100-PCS";"100";"LI";"P";"";"";"0";"0";"0";"0";"F";"";"1202";"";"1825";"3/29/2021 2:40:00 PM"
"5740025C";"SUPOR BEVERAGE FILTER CARTRIDGE <=> 5740069C";"C";"";"57";"Incoming date";"P";"802801";"60";"1";"";"";"PCS";"20";"0";"0";"5740025C-1-PCS";"1";"LI";"P";"FL";"";"0";"0";"0";"0";"F";"";"0312";"";"1825";"10/13/2020 8:03:00 AM"
"5740032N";"FILTER PAPER NO.1-4 1100x850";"C";"";"57";"";"P";"600010";"90";"1";"";"";"PCS";"200";"0";"0";"5740032N-200-KG";"200";"LI";"P";"";"";"0";"0";"0";"0";"F";"";"1202";"";"1825";"11/16/2020 3:43:00 PM"
"5740033O";"FILTER ZETA PLUS SP/B12D50H 16 CELL";"C";"";"57";"";"P";"600010";"105";"1";"";"";"PCS";"40";"0";"0";"5740033O-2-PCS";"2";"LI";"P";"";"";"0";"0";"0";"0";"F";"";"1202";"";"1825";"2/15/2021 4:04:00 PM"
"5762033C";"CIPTON VC 11";"C";"";"57";"";"P";"801691";"30";"1";"";"";"LTR";"3600";"0";"0";"5762033C-20-L";"20";"LI";"P";"";"";"0";"0";"0";"0";"F";"";"1202";"";"730";"3/19/2021 3:17:00 PM"
"5762034C";"LIQ DISHWASHING DETERGENT (BIOKLIN LDD30) (SO) CI 5762036C";"C";"";"57";"SLID";"P";"802081";"7";"1";"";"";"LTR";"900";"0";"0";"5762034C-20-LTR";"20";"LI";"P";"FL";"";"0";"0";"0";"0";"F";"";"1202";"";"1095";"1/24/2018 6:02:00 PM"
"5762035C";"SUMA BREAK UP HD D3.5 (STOP ORDER) CI 5762036C";"C";"";"57";"";"P";"801691";"7";"1";"";"";"PCS";"900";"0";"0";"5762035C-20-LTR";"20";"LI";"P";"FL";"";"0";"0";"0";"0";"F";"";"0210";"";"730";"12/18/2017 2:09:00 PM"
"5762036C";"OLIVE MILD SUPREME (EX AVODA)";"C";"";"57";"SLRS";"P";"802611";"14";"1";"";"";"KG";"1100";"0";"0";"5762036C-20-KG";"20";"LI";"P";"FL";"";"0";"0";"0";"20";"F";"";"0310";"";"730";"4/6/2021 4:44:00 AM"
"5771039C";"PE FOAM PROTECTOR";"C";"";"57";"";"P";"801661";"30";"1";"";"";"PCS";"10";"0";"0";"5771039C-20-PCS";"20";"LI";"P";"";"";"0";"0";"0";"0";"F";"";"1202";"";"1825";"4/6/2021 4:46:00 AM"
"5771053C";"SMELLPAPER";"C";"";"57";"";"P";"600010";"60";"1";"";"";"PCS";"0";"0";"0";"5771053C-5000-PCS";"5000";"LI";"P";"FLFR";"";"0";"0";"0";"0";"F";"";"1312";"";"1825";"5/18/2020 2:35:00 PM"
"5780079C";"209 CARTON BOX OGI 365 x 365 x 260 mm";"C";"";"57";"";"P";"802421";"10";"1";"";"";"PCS";"2500";"0";"0";"5780079C-10-PCS";"10";"LI";"P";"";"";"0";"0";"0";"300";"F";"";"7312";"";"365";"4/6/2021 4:20:00 AM"
"6962031F";"PINENE ALPHA 300980";"R";"";"69";"Incoming date";"P";"700700";"90";"1";"";"";"KG";"39";"0";"0";"6962031F-10-KG";"10";"LI";"P";"FLFR";"";"0";"0";"0";"0";"F";"";"0110";"DG";"730";"4/6/2021 6:14:00 PM"
"6962033H";"PINENE BETA 300981";"R";"";"69";"Incoming date";"P";"700700";"90";"1";"";"";"KG";"50";"0";"0";"6962033H-5-KG";"5";"LI";"P";"FLFR";"";"0";"0";"0";"0";"F";"";"0210";"DG";"730";"2/22/2021 4:47:00 PM"
"6962036K";"HYDROXYOL EX CHINA <=> 6962012M <=> 6962039N";"R";"";"69";"incoming date";"P";"700820";"90";"1";"";"";"KG";"96";"0";"0";"6962036K-100-KG";"100";"LI";"P";"FLFR";"";"0";"0";"0";"1";"F";"";"0210";"";"730";"12/22/2020 3:34:00 PM"
"6962040O";"HYDROXYCITRONELLAL 98% FG EX LLUCH <=> 6962042Q";"R";"";"69";"Incoming date";"P";"700950";"90";"1";"";"";"KG";"890";"0";"0";"6962040O-180-KG";"180";"LI";"P";"FLFR";"";"0";"0";"0";"0";"F";"";"0310";"";"910";"3/13/2021 5:48:00 PM"
"6963000B";"VERTENEX 22-2635 (PTBCHA)<=>6963095T";"R";"";"69";"";"P";"700090";"30";"1";"";"";"KG";"475";"0";"0";"6963000B-380-KG";"380";"LI";"P";"FH";"";"0";"0";"0";"1";"F";"";"8310";"";"730";"6/28/2020 12:00:00 AM"
"6963007I";"BLACK PEPPER WHOLE (VER 24-Feb-13) <=> 6963027C";"R";"";"69";"SLRS";"P";"801011";"7";"1";"";"";"KG";"0";"0";"0";"6963007I-10-KG";"10";"LI";"P";"FL";"";"0";"0";"0";"1";"F";"";"0112";"";"365";"1/4/2021 1:51:00 PM"
"6963019U";"GAMMA BUTYROLACTONE (STOP ORDER) 6963085I";"R";"";"69";"";"P";"802361";"90";"1";"";"";"KG";"0";"0";"0";"6963019U-1-KG";"1";"LI";"P";"FL";"";"0";"0";"0";"0";"F";"";"0310";"";"365";"12/7/2019 2:41:00 PM"
"6963020V";"BLUEBERRY CLEAR FRUIT CONCENTRATE";"R";"";"69";"SLRS";"P";"801781";"60";"1";"";"";"KG";"0.5";"0";"0";"6963020V-25-KG";"25";"LI";"P";"FL";"";"0";"0";"0";"0";"F";"";"0000";"";"365";"4/6/2021 4:50:00 PM"
"6963022X";"PG USP SHELL<=> 6963092P<=>6963105B<=>6963025A";"R";"";"69";"SLRS-SBFA";"P";"801411";"90";"1";"";"";"KG";"12040";"0";"0";"6963022X-215-KG";"215";"LI";"P";"FL";"";"0";"0";"0";"0";"F";"";"0310";"NON DG";"730";"4/6/2021 7:43:00 PM"
"6963023Y";"BLACK TEA LEAF FNGS2  (VERIFIKASI 29-Dec-12)";"R";"";"69";"SLRS-SBFA";"P";"801501";"30";"1";"";"";"KG";"3750";"3";"0";"6963023Y-1400-KG";"1400";"LI";"P";"FL";"";"0";"0";"0";"0";"F";"";"0312";"";"365";"3/30/2021 5:11:00 PM"
"6963024Z";"BUTYL BUTYRATE Ex SHANGHAI PU-JIE<=>6963100W";"R";"";"69";"INCOMING DATE";"P";"700650";"75";"1";"";"";"KG";"38";"0";"0";"6963024Z-25-KG";"25";"LI";"P";"FLFR";"";"0";"0";"0";"0";"F";"";"0310";"";"365";"1/19/2021 4:37:00 AM"
"6963024Z";"BUTYL BUTYRATE Ex SHANGHAI PU-JIE<=>6963100W";"R";"";"69";"INCOMING DATE";"P";"700650";"75";"1";"";"";"KG";"38";"0";"0";"6963024Z-25-KG";"25";"LI";"P";"FLFR";"";"0";"0";"0";"0";"F";"";"0310";"";"365";"1/19/2021 4:37:00 AM"
"6963026B";"ETHYL PHENYL ACETATE EX SHANGHAI PU-JIE";"R";"";"69";"";"P";"700650";"75";"1";"";"";"KG";"6.3";"0";"0";"6963026B-5-KG";"5";"LI";"P";"FL";"";"0";"0";"0";"0";"F";"";"0310";"";"365";"3/19/2021 9:34:00 PM"
"6963029E";"FLOROL 966458 <=> 6963042R <=> 6963089M";"R";"";"69";"Incoming Date";"P";"700070";"75";"1";"";"";"KG";"820";"0";"0";"6963029E-760-KG";"760";"LI";"P";"FH";"";"0";"0";"0";"0";"F";"";"8310";"";"540";"3/18/2021 9:31:00 PM"
"6963030F";"FLORHYDRAL";"R";"";"69";"";"P";"700590";"105";"1";"";"";"KG";"8.8";"0";"0";"6963030F-15-KG";"15";"LI";"P";"FH";"";"0";"0";"0";"0";"F";"";"8310";"";"730";"2/20/2021 4:08:00 AM"
"6963031G";"FARENAL";"R";"";"69";"Incoming date";"P";"700410";"95";"1";"";"";"KG";"0.75";"0";"0";"6963031G-1-KG";"1";"LI";"P";"FH";"";"0";"0";"0";"0";"F";"";"8310";"";"730";"3/18/2021 2:22:00 PM"
"6963032H";"FLORALOZONE <=> 6963041Q <=> 6963056F";"R";"";"69";"";"P";"700410";"95";"1";"";"";"KG";"107.5";"0";"0";"6963032H-50-KG";"50";"LI";"P";"FH";"";"0";"0";"0";"0";"F";"";"8310";"";"730";"2/27/2021 3:59:00 PM"
"6963033I";"BLACK TEA LEAF BP II";"R";"";"69";"SLRS";"P";"801501";"30";"1";"";"";"KG";"2.75";"0";"0";"6963033I-57-KG";"57";"LI";"P";"FL";"";"0";"0";"0";"0";"F";"";"0112";"";"1095";"8/31/2020 4:54:00 PM"
"6963034J";"FENCHYL ALCOHOL";"R";"";"69";"";"P";"700410";"95";"1";"";"";"KG";"25";"0";"0";"6963034J-25-KG";"25";"LI";"P";"FL";"";"0";"0";"0";"0";"F";"";"0300";"";"365";"3/4/2021 3:56:00 AM"
"6911027B";"ALLYL AMYL GLYCOLATE";"R";"";"69";"";"P";"700410";"95";"1";"";"";"KG";"60";"0";"0";"6911027B-50-KG";"50";"LI";"P";"FH";"";"0";"0";"0";"0";"F";"";"8310";"";"730";"3/16/2021 1:21:00 PM"
"6911028C";"ALDEHYDE C-11 UNDECILIC (FR ONLY) CI 1211374K (FLFR)";"R";"";"69";"Incoming date";"P";"700410";"95";"1";"";"";"KG";"3.5";"0";"0";"6911028C-5 -KG";"5";"LI";"P";"FH";"";"0";"0";"0";"0";"F";"";"8310";"NON DG";"365";"3/23/2021 5:23:00 PM"
"6911028C";"ALDEHYDE C-11 UNDECILIC (FR ONLY) CI 1211374K (FLFR)";"R";"";"69";"Incoming date";"P";"700410";"95";"1";"";"";"KG";"3.5";"0";"0";"6911028C-5-KG";"5";"LI";"P";"FH";"";"0";"0";"0";"0";"F";"";"8310";"NON DG";"365";"3/23/2021 5:23:00 PM"
"6911029D";"AMBER CORE";"R";"";"69";"";"P";"700250";"75";"1";"";"";"KG";"65";"0";"0";"6911029D-50-KG";"50";"LI";"P";"FH";"";"0";"0";"0";"0";"F";"";"8110";"";"730";"2/23/2021 4:38:00 PM"
"6911030E";"ALLYL CYCLOHEXYL PROPIONATE";"R";"";"69";"";"P";"700410";"95";"1";"";"";"KG";"235";"0";"0";"6911030E -190-KG";"190";"LI";"P";"FLFR";"";"0";"0";"0";"0";"F";"";"0310";"";"365";"3/23/2021 2:26:00 PM"
"6911031F";"ANISYL ALCOHOL";"R";"";"69";"";"P";"700410";"95";"1";"";"";"KG";"1";"0";"0";"6911031F-1-KG";"1";"LI";"P";"FLFR";"";"0";"0";"0";"0";"F";"";"0210";"";"730";"4/6/2021 5:04:00 PM"
"6911032G";"2-ACETYL FURAN Ex WUXI";"R";"";"69";"INC-SBFA";"P";"801371";"60";"1";"";"";"KG";"2.2";"0";"0";"6911032G-1-KG";"1";"LI";"P";"FL";"";"0";"0";"0";"0";"F";"";"0110";"";"730";"3/18/2021 9:38:00 PM"
"6911033H";"ALDEHYDE C 8 OCTYLIC";"R";"";"69";"INC-SBFA";"P";"700590";"105";"1";"";"";"KG";"215";"0";"0";"6911033H-170-KG";"170";"LI";"P";"FLFR";"";"0";"0";"0";"0";"F";"";"0210";"DG";"365";"4/5/2021 7:20:00 PM"
"6911034I";"ALDEHYDE C-12 MNA PURE";"R";"";"69";"";"P";"700590";"105";"1";"";"";"KG";"3.55";"0";"0";"6911034I-5-KG";"5";"LI";"P";"FL";"";"0";"0";"0";"0";"F";"";"0210";"";"730";"4/6/2021 5:35:00 PM"
"6911037L";"ALDEHYDE C-10 EXTRA <=> 6911035J";"R";"";"69";"INC-SBFA";"P";"700410";"95";"1";"";"";"KG";"250";"0";"0";"6911037L-10-KG";"10";"LI";"P";"FLFR";"";"0";"0";"0";"0";"F";"";"0210";"R-8";"730";"3/23/2021 2:31:00 PM"
"6911037L";"ALDEHYDE C-10 EXTRA <=> 6911035J";"R";"";"69";"INC-SBFA";"P";"700410";"95";"1";"";"";"KG";"250";"0";"0";"6911037L-160-KG";"160";"LI";"P";"FLFR";"";"0";"0";"0";"0";"F";"";"0210";"R-8";"730";"3/23/2021 2:31:00 PM"
"6911037L";"ALDEHYDE C-10 EXTRA <=> 6911035J";"R";"";"69";"INC-SBFA";"P";"700410";"95";"1";"";"";"KG";"250";"0";"0";"6911037L-5-KG";"5";"LI";"P";"FLFR";"";"0";"0";"0";"0";"F";"";"0210";"R-8";"730";"3/23/2021 2:31:00 PM"
